path;method;vulnerability
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_73b.java;badSink;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getParameter_Servlet_07.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_listen_tcp_02.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_File_16.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getCookies_Servlet_61a.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getCookies_Servlet_16.java;bad;CWE79
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_71a.java;bad;CWE606
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_listen_tcp_52c.java;badSink;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getQueryString_Servlet_22b.java;badSource;CWE606
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getParameter_Servlet_16.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_09.java;bad;CWE79
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_05.java;goodB2G1;CWE606
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_listen_tcp_68b.java;badSink;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_72b.java;badSink;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getQueryString_Servlet_54a.java;bad;CWE606
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getCookies_Servlet_13.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getParameter_Servlet_53d.java;badSink;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getQueryString_Servlet_02.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_listen_tcp_17.java;bad;CWE79
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_09.java;goodB2G2;CWE606
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_66a.java;goodB2G;CWE606
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getQueryString_Servlet_12.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_File_72b.java;badSink;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getCookies_Servlet_31.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getQueryString_Servlet_03.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getQueryString_Servlet_05.java;bad;CWE606
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getQueryString_Servlet_10.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getParameter_Servlet_45.java;badSink;CWE79
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_04.java;goodB2G1;CWE606
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_05.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getCookies_Servlet_11.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_listen_tcp_21.java;bad;CWE79
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_04.java;goodB2G2;CWE606
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getQueryString_Servlet_15.java;bad;CWE606
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_listen_tcp_42.java;bad;CWE79
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_11.java;goodB2G1;CWE606
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_File_04.java;bad;CWE79
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_54a.java;bad;CWE606
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_File_41.java;badSink;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_listen_tcp_31.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_listen_tcp_71b.java;badSink;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getCookies_Servlet_68b.java;goodG2BSink;CWE79
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_71a.java;goodB2G;CWE606
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_53a.java;goodB2G;CWE606
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_listen_tcp_06.java;bad;CWE79
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_02.java;bad;CWE606
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getParameter_Servlet_41.java;badSink;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_File_45.java;badSink;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_File_15.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_File_54e.java;badSink;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getCookies_Servlet_52c.java;badSink;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getCookies_Servlet_67b.java;badSink;CWE79
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_06.java;bad;CWE606
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_07.java;goodB2G2;CWE606
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_08.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_listen_tcp_74b.java;badSink;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_listen_tcp_07.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_listen_tcp_13.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_listen_tcp_09.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getParameter_Servlet_12.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getParameter_Servlet_22a.java;bad;CWE79
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_07.java;bad;CWE606
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getCookies_Servlet_67b.java;goodG2BSink;CWE79
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_21.java;bad;CWE606
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_17.java;bad;CWE606
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_11.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_File_52c.java;badSink;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_File_21.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getCookies_Servlet_17.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getQueryString_Servlet_53d.java;badSink;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getQueryString_Servlet_52a.java;bad;CWE606
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_74a.java;goodB2G;CWE606
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getQueryString_Servlet_07.java;bad;CWE79
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_21.java;goodB2G1;CWE606
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_listen_tcp_12.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_02.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_11.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getCookies_Servlet_54e.java;badSink;CWE79
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getCookies_Servlet_17.java;goodB2G;CWE606
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_17.java;goodB2G;CWE606
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_listen_tcp_45.java;badSink;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getCookies_Servlet_09.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_File_12.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getCookies_Servlet_08.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_54e.java;badSink;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_File_74b.java;badSink;CWE79
src/testcases/CWE571_Expression_Always_True/CWE571_Expression_Always_True__class_getClass_not_equal_01.java;bad;CWE330
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_09.java;bad;CWE606
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_listen_tcp_08.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getParameter_Servlet_71b.java;badSink;CWE79
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_16.java;bad;CWE606
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_05.java;goodB2G2;CWE606
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getQueryString_Servlet_75a.java;bad;CWE606
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_listen_tcp_03.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_72b.java;badSink;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getParameter_Servlet_66b.java;badSink;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getCookies_Servlet_03.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_10.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getCookies_Servlet_06.java;bad;CWE79
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_53a.java;bad;CWE606
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_File_10.java;bad;CWE79
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_15.java;goodB2G2;CWE606
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_81a.java;goodB2G;CWE606
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_File_02.java;bad;CWE79
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_10.java;bad;CWE606
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_67b.java;goodG2BSink;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_listen_tcp_68b.java;goodG2BSink;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getCookies_Servlet_73b.java;badSink;CWE79
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_42.java;badSource;CWE606
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getParameter_Servlet_51b.java;badSink;CWE79
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_31.java;goodB2G;CWE606
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_listen_tcp_61a.java;bad;CWE79
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_16.java;goodB2G;CWE606
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getQueryString_Servlet_21.java;bad;CWE79
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_14.java;bad;CWE606
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_74b.java;badSink;CWE79
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_72a.java;goodB2G;CWE606
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getParameter_Servlet_67b.java;goodG2BSink;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_listen_tcp_04.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getCookies_Servlet_51b.java;badSink;CWE79
src/testcases/CWE570_Expression_Always_False/CWE570_Expression_Always_False__class_getClass_equal_01.java;good1;CWE330
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getQueryString_Servlet_13.java;bad;CWE606
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_41.java;bad;CWE606
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getQueryString_Servlet_61a.java;bad;CWE79
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_75a.java;bad;CWE606
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_13.java;goodB2G1;CWE606
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_File_51b.java;badSink;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getCookies_Servlet_68b.java;badSink;CWE79
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_66a.java;bad;CWE606
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_listen_tcp_01.java;bad;CWE79
src/testcases/CWE571_Expression_Always_True/CWE571_Expression_Always_True__class_getClass_not_equal_01.java;good1;CWE330
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getQueryString_Servlet_01.java;bad;CWE606
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_21.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getQueryString_Servlet_16.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_listen_tcp_51b.java;badSink;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_listen_tcp_53d.java;badSink;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getParameter_Servlet_14.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_listen_tcp_67b.java;badSink;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getQueryString_Servlet_68b.java;badSink;CWE79
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_54a.java;goodB2G;CWE606
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getQueryString_Servlet_04.java;bad;CWE606
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_73a.java;goodB2G;CWE606
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getQueryString_Servlet_73b.java;badSink;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getQueryString_Servlet_52c.java;badSink;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getQueryString_Servlet_03.java;bad;CWE606
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_61a.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_File_68b.java;badSink;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_71b.java;badSink;CWE79
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_15.java;bad;CWE606
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_File_07.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_03.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_File_06.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getCookies_Servlet_10.java;bad;CWE79
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_03.java;goodB2G2;CWE606
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_67a.java;goodB2G;CWE606
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getQueryString_Servlet_09.java;bad;CWE79
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_getCookies_Servlet_72b.java;badSink;CWE79
src/testcases/CWE606_Unchecked_Loop_Condition/CWE606_Unchecked_Loop_Condition__getQueryString_Servlet_08.java;goodB2G2;CWE606
src/testcases/CWE760_Predictable_Salt_One_Way_Hash/CWE760_Predictable_Salt_One_Way_Hash__basic_17.java;bad;CWE330
src/testcases/CWE760_Predictable_Salt_One_Way_Hash/CWE760_Predictable_Salt_One_Way_Hash__basic_15.java;bad;CWE330
src/testcases/CWE760_Predictable_Salt_One_Way_Hash/CWE760_Predictable_Salt_One_Way_Hash__basic_12.java;bad;CWE330
src/testcases/CWE760_Predictable_Salt_One_Way_Hash/CWE760_Predictable_Salt_One_Way_Hash__basic_02.java;bad;CWE330
src/testcases/CWE760_Predictable_Salt_One_Way_Hash/CWE760_Predictable_Salt_One_Way_Hash__basic_08.java;bad;CWE330
src/testcases/CWE760_Predictable_Salt_One_Way_Hash/CWE760_Predictable_Salt_One_Way_Hash__basic_13.java;bad;CWE330
src/testcases/CWE760_Predictable_Salt_One_Way_Hash/CWE760_Predictable_Salt_One_Way_Hash__basic_06.java;bad;CWE330
src/testcases/CWE760_Predictable_Salt_One_Way_Hash/CWE760_Predictable_Salt_One_Way_Hash__basic_10.java;bad;CWE330
src/testcases/CWE760_Predictable_Salt_One_Way_Hash/CWE760_Predictable_Salt_One_Way_Hash__basic_05.java;bad;CWE330
src/testcases/CWE760_Predictable_Salt_One_Way_Hash/CWE760_Predictable_Salt_One_Way_Hash__basic_14.java;bad;CWE330
src/testcases/CWE760_Predictable_Salt_One_Way_Hash/CWE760_Predictable_Salt_One_Way_Hash__basic_09.java;bad;CWE330
src/testcases/CWE760_Predictable_Salt_One_Way_Hash/CWE760_Predictable_Salt_One_Way_Hash__basic_01.java;bad;CWE330
src/testcases/CWE760_Predictable_Salt_One_Way_Hash/CWE760_Predictable_Salt_One_Way_Hash__basic_04.java;bad;CWE330
src/testcases/CWE760_Predictable_Salt_One_Way_Hash/CWE760_Predictable_Salt_One_Way_Hash__basic_16.java;bad;CWE330
src/testcases/CWE760_Predictable_Salt_One_Way_Hash/CWE760_Predictable_Salt_One_Way_Hash__basic_11.java;bad;CWE330
src/testcases/CWE760_Predictable_Salt_One_Way_Hash/CWE760_Predictable_Salt_One_Way_Hash__basic_07.java;bad;CWE330
src/testcases/CWE760_Predictable_Salt_One_Way_Hash/CWE760_Predictable_Salt_One_Way_Hash__basic_03.java;bad;CWE330
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_execute_15.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__URLConnection_execute_73b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_executeUpdate_10.java;goodB2G2;CWE606
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getParameter_Servlet_executeBatch_45.java;goodB2GSink;CWE606
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getParameter_Servlet_executeBatch_67b.java;goodG2BSink;CWE606
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_execute_12.java;bad;CWE606
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_executeBatch_67a.java;goodB2G;CWE606
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getParameter_Servlet_executeQuery_10.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getParameter_Servlet_executeBatch_11.java;goodB2G1;CWE606
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__URLConnection_executeBatch_03.java;goodB2G2;CWE606
